"","Site","Sample","season","oys.density","moys.density","FFG","ffabm2"
"518","5","5","f",16,33.7349397590361,"d",885.416666666667
"519","5","5","f",16,33.7349397590361,"o",30.3819444444444
"520","5","5","f",16,33.7349397590361,"p",0
"521","5","5","f",16,33.7349397590361,"s",0
"522","5","5","f",16,33.7349397590361,"g",0
"523","5","5","s",48,33.7349397590361,"c",56.4236111111111
"524","5","5","s",48,33.7349397590361,"d",312.5
"525","5","5","s",48,33.7349397590361,"o",21.7013888888889
"526","5","5","s",48,33.7349397590361,"p",0
"527","5","5","s",48,33.7349397590361,"s",4.34027777777778
"528","5","5","s",48,33.7349397590361,"g",0
"529","5","5","u",64,33.7349397590361,"c",164.930555555556
"530","5","5","u",64,33.7349397590361,"d",798.611111111111
"531","5","5","u",64,33.7349397590361,"o",43.4027777777778
"532","5","5","u",64,33.7349397590361,"p",0
"533","5","5","u",64,33.7349397590361,"s",0
"534","5","5","u",64,33.7349397590361,"g",0
"535","5","5","w",32,33.7349397590361,"c",95.4861111111111
"536","5","5","w",32,33.7349397590361,"d",559.895833333333
"537","5","5","w",32,33.7349397590361,"o",8.68055555555556
"538","5","5","w",32,33.7349397590361,"p",4.34027777777778
"539","5","5","w",32,33.7349397590361,"s",0
"540","5","5","w",32,33.7349397590361,"g",0
"541","5","6","f",144,33.7349397590361,"c",208.333333333333
"542","5","6","f",144,33.7349397590361,"d",381.944444444444
"543","5","6","f",144,33.7349397590361,"o",21.7013888888889
"544","5","6","f",144,33.7349397590361,"p",0
"545","5","6","f",144,33.7349397590361,"s",0
"546","5","6","f",144,33.7349397590361,"g",0
"547","5","6","u",0,33.7349397590361,"c",169.270833333333
"548","5","6","u",0,33.7349397590361,"d",759.548611111111
"549","5","6","u",0,33.7349397590361,"o",60.7638888888889
"550","5","6","u",0,33.7349397590361,"p",0
"551","5","6","u",0,33.7349397590361,"s",0
"552","5","6","u",0,33.7349397590361,"g",0
"553","5","6","w",0,33.7349397590361,"c",104.166666666667
"554","5","6","w",0,33.7349397590361,"d",850.694444444444
"555","5","6","w",0,33.7349397590361,"o",0
"556","5","6","w",0,33.7349397590361,"p",4.34027777777778
"557","5","6","w",0,33.7349397590361,"s",0
"558","5","6","w",0,33.7349397590361,"g",0
"559","5","7","s",48,33.7349397590361,"c",69.4444444444444
"560","5","7","s",48,33.7349397590361,"d",399.305555555556
"561","5","7","s",48,33.7349397590361,"o",26.0416666666667
"562","5","7","s",48,33.7349397590361,"p",0
"563","5","7","s",48,33.7349397590361,"s",39.0625
"564","5","7","s",48,33.7349397590361,"g",0
"565","5","7","u",48,33.7349397590361,"c",112.847222222222
"566","5","7","u",48,33.7349397590361,"d",620.659722222222
"567","5","7","u",48,33.7349397590361,"o",56.4236111111111
"568","5","7","u",48,33.7349397590361,"p",0
"569","5","7","u",48,33.7349397590361,"s",0
"570","5","7","u",48,33.7349397590361,"g",0
"571","5","7","w",0,33.7349397590361,"c",60.7638888888889
"572","5","7","w",0,33.7349397590361,"d",672.743055555556
"573","5","7","w",0,33.7349397590361,"o",13.0208333333333
"574","5","7","w",0,33.7349397590361,"p",8.68055555555556
"575","5","7","w",0,33.7349397590361,"s",8.68055555555556
"576","5","7","w",0,33.7349397590361,"g",0
