"","Site","Sample","season","scientific","Abundance.m2","oys.density","moys.density"
"402",3,6,"f","Corophiidae",43.4027777777778,144,130.742857142857
"403",3,6,"s","Corophiidae",99.8263888888889,0,44.4137931034483
"404",3,6,"u","Corophiidae",39.0625,144,75.1780821917808
"405",3,6,"w","Corophiidae",273.4375,144,122.810810810811
"406",3,6,"u","Mulinia lateralis",4.34027777777778,144,75.1780821917808
"407",3,6,"f","Diptera Chironomidae",4.34027777777778,144,130.742857142857
"408",3,6,"f","Eurypanopeus depressus",368.923611111111,144,130.742857142857
"409",3,6,"s","Eurypanopeus depressus",26.0416666666667,0,44.4137931034483
"410",3,6,"u","Eurypanopeus depressus",47.7430555555556,144,75.1780821917808
"411",3,6,"w","Eurypanopeus depressus",34.7222222222222,144,122.810810810811
"412",3,6,"f","Callinectes sapidus",65.1041666666667,144,130.742857142857
"413",3,6,"s","Callinectes sapidus",13.0208333333333,0,44.4137931034483
"414",3,6,"u","Callinectes sapidus",34.7222222222222,144,75.1780821917808
"415",3,6,"w","Callinectes sapidus",4.34027777777778,144,122.810810810811
"416",3,6,"f","Ctenogobius boleosoma",8.68055555555556,144,130.742857142857
"417",3,6,"u","Ctenogobius boleosoma",8.68055555555556,144,75.1780821917808
"418",3,6,"f","Gobiosoma bosc/robustum",43.4027777777778,144,130.742857142857
"419",3,6,"s","Gobiosoma bosc/robustum",8.68055555555556,0,44.4137931034483
"420",3,6,"u","Gobiosoma bosc/robustum",13.0208333333333,144,75.1780821917808
"421",3,6,"f","Gobiesox strumosus",4.34027777777778,144,130.742857142857
"422",3,6,"s","Gobiesox strumosus",4.34027777777778,0,44.4137931034483
"423",3,6,"u","Gobiesox strumosus",43.4027777777778,144,75.1780821917808
"424",3,6,"u","Hypsoblennius ionthas",4.34027777777778,144,75.1780821917808
"425",3,6,"s","Isopoda Anthuridae",4.34027777777778,0,44.4137931034483
"426",3,6,"s","Nemertea",8.68055555555556,0,44.4137931034483
"427",3,6,"f","Alitta succinea",39.0625,144,130.742857142857
"428",3,6,"s","Alitta succinea",156.25,0,44.4137931034483
"429",3,6,"u","Alitta succinea",21.7013888888889,144,75.1780821917808
"430",3,6,"w","Alitta succinea",30.3819444444444,144,122.810810810811
"431",3,6,"f","Palaemonetes ",121.527777777778,144,130.742857142857
"432",3,6,"s","Palaemonetes ",56.4236111111111,0,44.4137931034483
"433",3,6,"u","Palaemonetes ",351.5625,144,75.1780821917808
"434",3,6,"w","Palaemonetes ",8.68055555555556,144,122.810810810811
"435",3,6,"f","Alpheidae",4.34027777777778,144,130.742857142857
"436",3,6,"f","Penaeus aztecus",4.34027777777778,144,130.742857142857
"437",3,6,"u","Penaeus aztecus",4.34027777777778,144,75.1780821917808
"438",3,6,"f","Penaeus setiferus",52.0833333333333,144,130.742857142857
"439",3,7,"f","Gammaridae",6762.15277777778,96,130.742857142857
"440",3,7,"s","Gammaridae",238.715277777778,16,44.4137931034483
"441",3,7,"u","Gammaridae",850.694444444444,80,75.1780821917808
"442",3,7,"w","Gammaridae",863.715277777778,192,122.810810810811
"443",3,7,"f","Lysianassidae",26.0416666666667,96,130.742857142857
"444",3,7,"f","Corophiidae",99.8263888888889,96,130.742857142857
"445",3,7,"s","Corophiidae",13.0208333333333,16,44.4137931034483
"446",3,7,"u","Corophiidae",130.208333333333,80,75.1780821917808
"447",3,7,"w","Corophiidae",125.868055555556,192,122.810810810811
"448",3,7,"s","Mytilopsis leucophaeata",4.34027777777778,16,44.4137931034483
"449",3,7,"f","Diptera Chironomidae",4.34027777777778,96,130.742857142857
"450",3,7,"f","Eurypanopeus depressus",373.263888888889,96,130.742857142857
"451",3,7,"s","Eurypanopeus depressus",43.4027777777778,16,44.4137931034483
"452",3,7,"u","Eurypanopeus depressus",47.7430555555556,80,75.1780821917808
"453",3,7,"w","Eurypanopeus depressus",39.0625,192,122.810810810811
"454",3,7,"f","Callinectes sapidus",82.4652777777778,96,130.742857142857
"455",3,7,"s","Callinectes sapidus",13.0208333333333,16,44.4137931034483
"456",3,7,"u","Callinectes sapidus",47.7430555555556,80,75.1780821917808
"457",3,7,"u","Pachygrapsus gracilis",4.34027777777778,80,75.1780821917808
"458",3,7,"f","Ctenogobius boleosoma",26.0416666666667,96,130.742857142857
"459",3,7,"f","Gobiosoma bosc/robustum",47.7430555555556,96,130.742857142857
"460",3,7,"s","Gobiosoma bosc/robustum",13.0208333333333,16,44.4137931034483
"461",3,7,"u","Gobiosoma bosc/robustum",30.3819444444444,80,75.1780821917808
"462",3,7,"f","Gobiesox strumosus",4.34027777777778,96,130.742857142857
"463",3,7,"u","Gobiesox strumosus",26.0416666666667,80,75.1780821917808
"464",3,7,"f","Hypsoblennius hentz",4.34027777777778,96,130.742857142857
"465",3,7,"u","Hypsoblennius ionthas",17.3611111111111,80,75.1780821917808
"466",3,7,"s","Isopoda Idoteidae",4.34027777777778,16,44.4137931034483
"467",3,7,"u","Nemertea",4.34027777777778,80,75.1780821917808
"468",3,7,"f","Alitta succinea",73.7847222222222,96,130.742857142857
"469",3,7,"s","Alitta succinea",34.7222222222222,16,44.4137931034483
"470",3,7,"u","Alitta succinea",26.0416666666667,80,75.1780821917808
"471",3,7,"w","Alitta succinea",47.7430555555556,192,122.810810810811
"472",3,7,"f","Palaemonetes ",60.7638888888889,96,130.742857142857
"473",3,7,"s","Palaemonetes ",104.166666666667,16,44.4137931034483
"474",3,7,"u","Palaemonetes ",564.236111111111,80,75.1780821917808
"475",3,7,"w","Palaemonetes ",30.3819444444444,192,122.810810810811
"476",3,7,"u","Penaeus aztecus",8.68055555555556,80,75.1780821917808
"477",3,7,"f","Penaeus setiferus",73.7847222222222,96,130.742857142857
"478",4,1,"f","Gammaridae",134.548611111111,64,86.7246376811594
"479",4,1,"s","Gammaridae",798.611111111111,112,50.9090909090909
"480",4,1,"u","Gammaridae",203.993055555556,16,48.4848484848485
"481",4,1,"w","Gammaridae",477.430555555556,16,32.6666666666667
"482",4,1,"f","Lysianassidae",8.68055555555556,64,86.7246376811594
"483",4,1,"f","Corophiidae",86.8055555555556,64,86.7246376811594
"484",4,1,"s","Corophiidae",147.569444444444,112,50.9090909090909
"485",4,1,"u","Corophiidae",39.0625,16,48.4848484848485
"486",4,1,"w","Corophiidae",43.4027777777778,16,32.6666666666667
"487",4,1,"u","Mulinia lateralis",4.34027777777778,16,48.4848484848485
"488",4,1,"f","Eurypanopeus depressus",212.673611111111,64,86.7246376811594
"489",4,1,"s","Eurypanopeus depressus",39.0625,112,50.9090909090909
"490",4,1,"u","Eurypanopeus depressus",47.7430555555556,16,48.4848484848485
"491",4,1,"f","Callinectes sapidus",43.4027777777778,64,86.7246376811594
"492",4,1,"s","Callinectes sapidus",4.34027777777778,112,50.9090909090909
"493",4,1,"u","Callinectes sapidus",69.4444444444444,16,48.4848484848485
"494",4,1,"u","Opsanus beta",4.34027777777778,16,48.4848484848485
"495",4,1,"w","Fundulus grandis",47.7430555555556,16,32.6666666666667
"496",4,1,"f","Gobiosoma bosc/robustum",4.34027777777778,64,86.7246376811594
"497",4,1,"s","Gobiosoma bosc/robustum",8.68055555555556,112,50.9090909090909
"498",4,1,"u","Gobiosoma bosc/robustum",78.125,16,48.4848484848485
"499",4,1,"w","Gobiosoma bosc/robustum",8.68055555555556,16,32.6666666666667
"500",4,1,"u","Gobiesox strumosus",34.7222222222222,16,48.4848484848485
"501",4,1,"f","Hypsoblennius ionthas",8.68055555555556,64,86.7246376811594
"502",4,1,"u","Hypsoblennius ionthas",13.0208333333333,16,48.4848484848485
"503",4,1,"w","Fundulus xenicus",4.34027777777778,16,32.6666666666667
"504",4,1,"s","Isopoda Idoteidae",4.34027777777778,112,50.9090909090909
"505",4,1,"f","Isopoda Anthuridae",13.0208333333333,64,86.7246376811594
"506",4,1,"s","Isopoda Anthuridae",8.68055555555556,112,50.9090909090909
"507",4,1,"u","Isopoda Anthuridae",8.68055555555556,16,48.4848484848485
"508",4,1,"s","Nemertea",4.34027777777778,112,50.9090909090909
"509",4,1,"f","Alitta succinea",78.125,64,86.7246376811594
"510",4,1,"s","Alitta succinea",39.0625,112,50.9090909090909
"511",4,1,"u","Alitta succinea",52.0833333333333,16,48.4848484848485
"512",4,1,"w","Alitta succinea",65.1041666666667,16,32.6666666666667
"513",4,1,"f","Palaemonetes ",203.993055555556,64,86.7246376811594
"514",4,1,"s","Palaemonetes ",199.652777777778,112,50.9090909090909
"515",4,1,"u","Palaemonetes ",685.763888888889,16,48.4848484848485
"516",4,1,"w","Palaemonetes ",39.0625,16,32.6666666666667
"517",4,1,"f","Alpheidae",4.34027777777778,64,86.7246376811594
"518",4,1,"f","Penaeus aztecus",4.34027777777778,64,86.7246376811594
"519",4,1,"f","Penaeus setiferus",43.4027777777778,64,86.7246376811594
"520",4,2,"f","Gammaridae",134.548611111111,144,86.7246376811594
"521",4,2,"w","Gammaridae",373.263888888889,112,32.6666666666667
"522",4,2,"f","Lysianassidae",17.3611111111111,144,86.7246376811594
"523",4,2,"f","Corophiidae",78.125,144,86.7246376811594
"524",4,2,"w","Corophiidae",60.7638888888889,112,32.6666666666667
"525",4,2,"f","Eurypanopeus depressus",164.930555555556,144,86.7246376811594
"526",4,2,"w","Eurypanopeus depressus",17.3611111111111,112,32.6666666666667
"527",4,2,"f","Callinectes sapidus",26.0416666666667,144,86.7246376811594
"528",4,2,"w","Fundulus grandis",78.125,112,32.6666666666667
"529",4,2,"f","Gobiosoma bosc/robustum",108.506944444444,144,86.7246376811594
"530",4,2,"w","Gobiosoma bosc/robustum",8.68055555555556,112,32.6666666666667
"531",4,2,"f","Hypsoblennius ionthas",4.34027777777778,144,86.7246376811594
"532",4,2,"w","Ophiuroidea",8.68055555555556,112,32.6666666666667
"533",4,2,"f","Alitta succinea",52.0833333333333,144,86.7246376811594
"534",4,2,"w","Alitta succinea",52.0833333333333,112,32.6666666666667
"535",4,2,"f","Palaemonetes ",164.930555555556,144,86.7246376811594
"536",4,2,"w","Palaemonetes ",17.3611111111111,112,32.6666666666667
"537",4,2,"f","Penaeus setiferus",34.7222222222222,144,86.7246376811594
"538",4,3,"f","Gammaridae",256.076388888889,0,86.7246376811594
"539",4,3,"s","Gammaridae",2035.59027777778,80,50.9090909090909
"540",4,3,"u","Gammaridae",447.048611111111,0,48.4848484848485
"541",4,3,"f","Lysianassidae",8.68055555555556,0,86.7246376811594
"542",4,3,"f","Corophiidae",69.4444444444444,0,86.7246376811594
"543",4,3,"s","Corophiidae",17.3611111111111,80,50.9090909090909
"544",4,3,"u","Corophiidae",47.7430555555556,0,48.4848484848485
"545",4,3,"f","Eurypanopeus depressus",134.548611111111,0,86.7246376811594
"546",4,3,"s","Eurypanopeus depressus",30.3819444444444,80,50.9090909090909
"547",4,3,"u","Eurypanopeus depressus",39.0625,0,48.4848484848485
"548",4,3,"f","Callinectes sapidus",52.0833333333333,0,86.7246376811594
"549",4,3,"u","Callinectes sapidus",65.1041666666667,0,48.4848484848485
"550",4,3,"u","Opsanus beta",4.34027777777778,0,48.4848484848485
"551",4,3,"f","Gobiosoma bosc/robustum",73.7847222222222,0,86.7246376811594
"552",4,3,"s","Gobiosoma bosc/robustum",17.3611111111111,80,50.9090909090909
"553",4,3,"u","Gobiosoma bosc/robustum",52.0833333333333,0,48.4848484848485
"554",4,3,"s","Gobiesox strumosus",4.34027777777778,80,50.9090909090909
"555",4,3,"u","Gobiesox strumosus",17.3611111111111,0,48.4848484848485
"556",4,3,"u","Hypsoblennius ionthas",8.68055555555556,0,48.4848484848485
"557",4,3,"s","Isopoda Idoteidae",4.34027777777778,80,50.9090909090909
"558",4,3,"f","Isopoda Anthuridae",8.68055555555556,0,86.7246376811594
"559",4,3,"s","Isopoda Anthuridae",4.34027777777778,80,50.9090909090909
"560",4,3,"s","Nemertea",4.34027777777778,80,50.9090909090909
"561",4,3,"f","Alitta succinea",99.8263888888889,0,86.7246376811594
"562",4,3,"s","Alitta succinea",26.0416666666667,80,50.9090909090909
"563",4,3,"u","Alitta succinea",4.34027777777778,0,48.4848484848485
"564",4,3,"f","Palaemonetes ",169.270833333333,0,86.7246376811594
"565",4,3,"s","Palaemonetes ",91.1458333333333,80,50.9090909090909
"566",4,3,"u","Palaemonetes ",694.444444444444,0,48.4848484848485
"567",4,3,"f","Penaeus setiferus",121.527777777778,0,86.7246376811594
"568",4,3,"u","Penaeus setiferus",4.34027777777778,0,48.4848484848485
"569",4,4,"f","Gammaridae",1736.11111111111,80,86.7246376811594
"570",4,4,"s","Gammaridae",1219.61805555556,0,50.9090909090909
"571",4,4,"u","Gammaridae",985.243055555556,128,48.4848484848485
"572",4,4,"w","Gammaridae",368.923611111111,16,32.6666666666667
"573",4,4,"f","Corophiidae",894.097222222222,80,86.7246376811594
"574",4,4,"s","Corophiidae",308.159722222222,0,50.9090909090909
"575",4,4,"u","Corophiidae",208.333333333333,128,48.4848484848485
"576",4,4,"w","Corophiidae",8.68055555555556,16,32.6666666666667
"577",4,4,"w","Ameritella mitchelli",4.34027777777778,16,32.6666666666667
"578",4,4,"f","Diptera Chironomidae",4.34027777777778,80,86.7246376811594
"579",4,4,"f","Eurypanopeus depressus",91.1458333333333,80,86.7246376811594
"580",4,4,"s","Eurypanopeus depressus",73.7847222222222,0,50.9090909090909
"581",4,4,"u","Eurypanopeus depressus",34.7222222222222,128,48.4848484848485
"582",4,4,"w","Eurypanopeus depressus",8.68055555555556,16,32.6666666666667
"583",4,4,"f","Callinectes sapidus",47.7430555555556,80,86.7246376811594
"584",4,4,"s","Callinectes sapidus",4.34027777777778,0,50.9090909090909
"585",4,4,"u","Callinectes sapidus",99.8263888888889,128,48.4848484848485
"586",4,4,"w","Fundulus grandis",26.0416666666667,16,32.6666666666667
"587",4,4,"f","Gobiosoma bosc/robustum",78.125,80,86.7246376811594
"588",4,4,"s","Gobiosoma bosc/robustum",17.3611111111111,0,50.9090909090909
"589",4,4,"u","Gobiosoma bosc/robustum",82.4652777777778,128,48.4848484848485
"590",4,4,"w","Gobiosoma bosc/robustum",8.68055555555556,16,32.6666666666667
"591",4,4,"s","Gobiesox strumosus",34.7222222222222,0,50.9090909090909
"592",4,4,"u","Gobiesox strumosus",13.0208333333333,128,48.4848484848485
"593",4,4,"u","Hypsoblennius ionthas",8.68055555555556,128,48.4848484848485
"594",4,4,"s","Isopoda Idoteidae",13.0208333333333,0,50.9090909090909
"595",4,4,"f","Isopoda Anthuridae",52.0833333333333,80,86.7246376811594
"596",4,4,"s","Isopoda Anthuridae",17.3611111111111,0,50.9090909090909
"597",4,4,"f","Isopoda Ancinidae",8.68055555555556,80,86.7246376811594
"598",4,4,"s","Nemertea",4.34027777777778,0,50.9090909090909
"599",4,4,"f","Alitta succinea",47.7430555555556,80,86.7246376811594
"600",4,4,"s","Alitta succinea",104.166666666667,0,50.9090909090909
"601",4,4,"u","Alitta succinea",26.0416666666667,128,48.4848484848485
"602",4,4,"w","Alitta succinea",56.4236111111111,16,32.6666666666667
"603",4,4,"f","Palaemonetes ",121.527777777778,80,86.7246376811594
"604",4,4,"s","Palaemonetes ",130.208333333333,0,50.9090909090909
"605",4,4,"u","Palaemonetes ",1111.11111111111,128,48.4848484848485
"606",4,4,"w","Palaemonetes ",78.125,16,32.6666666666667
"607",4,4,"f","Penaeus aztecus",4.34027777777778,80,86.7246376811594
"608",4,4,"f","Penaeus setiferus",52.0833333333333,80,86.7246376811594
"609",4,4,"u","Penaeus setiferus",8.68055555555556,128,48.4848484848485
"610",4,5,"f","Gammaridae",251.736111111111,96,86.7246376811594
"611",4,5,"s","Gammaridae",4952.25694444444,0,50.9090909090909
"612",4,5,"u","Gammaridae",629.340277777778,128,48.4848484848485
"613",4,5,"w","Gammaridae",290.798611111111,0,32.6666666666667
"614",4,5,"f","Corophiidae",112.847222222222,96,86.7246376811594
"615",4,5,"s","Corophiidae",946.180555555556,0,50.9090909090909
"616",4,5,"u","Corophiidae",225.694444444444,128,48.4848484848485
"617",4,5,"w","Corophiidae",17.3611111111111,0,32.6666666666667
"618",4,5,"f","Eurypanopeus depressus",173.611111111111,96,86.7246376811594
"619",4,5,"s","Eurypanopeus depressus",47.7430555555556,0,50.9090909090909
"620",4,5,"u","Eurypanopeus depressus",60.7638888888889,128,48.4848484848485
"621",4,5,"f","Callinectes sapidus",8.68055555555556,96,86.7246376811594
"622",4,5,"u","Callinectes sapidus",69.4444444444444,128,48.4848484848485
"623",4,5,"u","Opsanus beta",4.34027777777778,128,48.4848484848485
"624",4,5,"w","Fundulus grandis",17.3611111111111,0,32.6666666666667
"625",4,5,"f","Gobiosoma bosc/robustum",95.4861111111111,96,86.7246376811594
"626",4,5,"s","Gobiosoma bosc/robustum",30.3819444444444,0,50.9090909090909
"627",4,5,"u","Gobiosoma bosc/robustum",82.4652777777778,128,48.4848484848485
"628",4,5,"w","Gobiosoma bosc/robustum",4.34027777777778,0,32.6666666666667
"629",4,5,"s","Gobiesox strumosus",8.68055555555556,0,50.9090909090909
"630",4,5,"u","Gobiesox strumosus",39.0625,128,48.4848484848485
"631",4,5,"u","Hypsoblennius hentz",13.0208333333333,128,48.4848484848485
"632",4,5,"u","Hypsoblennius ionthas",8.68055555555556,128,48.4848484848485
"633",4,5,"u","Isopoda Anthuridae",4.34027777777778,128,48.4848484848485
"634",4,5,"s","Nemertea",4.34027777777778,0,50.9090909090909
"635",4,5,"f","Loxothylacus panopaei",4.34027777777778,96,86.7246376811594
"636",4,5,"s","Loxothylacus panopaei",4.34027777777778,0,50.9090909090909
"637",4,5,"f","Alitta succinea",43.4027777777778,96,86.7246376811594
"638",4,5,"s","Alitta succinea",73.7847222222222,0,50.9090909090909
"639",4,5,"u","Alitta succinea",104.166666666667,128,48.4848484848485
"640",4,5,"w","Alitta succinea",30.3819444444444,0,32.6666666666667
"641",4,5,"f","Palaemonetes ",65.1041666666667,96,86.7246376811594
"642",4,5,"s","Palaemonetes ",39.0625,0,50.9090909090909
"643",4,5,"u","Palaemonetes ",429.6875,128,48.4848484848485
"644",4,5,"w","Palaemonetes ",34.7222222222222,0,32.6666666666667
"645",4,5,"w","Alpheidae",4.34027777777778,0,32.6666666666667
"646",4,5,"f","Penaeus aztecus",4.34027777777778,96,86.7246376811594
"647",4,5,"f","Penaeus setiferus",13.0208333333333,96,86.7246376811594
"648",4,5,"w","Penaeus setiferus",4.34027777777778,0,32.6666666666667
"649",4,6,"s","Gammaridae",347.222222222222,0,50.9090909090909
"650",4,6,"u","Gammaridae",1089.40972222222,0,48.4848484848485
"651",4,6,"w","Gammaridae",390.625,48,32.6666666666667
"652",4,6,"s","Corophiidae",39.0625,0,50.9090909090909
"653",4,6,"u","Corophiidae",56.4236111111111,0,48.4848484848485
"654",4,6,"w","Corophiidae",13.0208333333333,48,32.6666666666667
"655",4,6,"s","Ampelisca abdita",4.34027777777778,0,50.9090909090909
"656",4,6,"s","Mulinia lateralis",8.68055555555556,0,50.9090909090909
"657",4,6,"s","Diptera Chironomidae",8.68055555555556,0,50.9090909090909
"658",4,6,"s","Eurypanopeus depressus",60.7638888888889,0,50.9090909090909
"659",4,6,"u","Eurypanopeus depressus",21.7013888888889,0,48.4848484848485
"660",4,6,"w","Eurypanopeus depressus",39.0625,48,32.6666666666667
"661",4,6,"s","Callinectes sapidus",8.68055555555556,0,50.9090909090909
"662",4,6,"u","Callinectes sapidus",91.1458333333333,0,48.4848484848485
"663",4,6,"s","Ctenogobius boleosoma",8.68055555555556,0,50.9090909090909
"664",4,6,"w","Fundulus grandis",34.7222222222222,48,32.6666666666667
"665",4,6,"s","Gobiosoma bosc/robustum",17.3611111111111,0,50.9090909090909
"666",4,6,"u","Gobiosoma bosc/robustum",65.1041666666667,0,48.4848484848485
"667",4,6,"w","Gobiosoma bosc/robustum",21.7013888888889,48,32.6666666666667
"668",4,6,"w","Fundulus pulvereus",8.68055555555556,48,32.6666666666667
"669",4,6,"s","Gobiesox strumosus",13.0208333333333,0,50.9090909090909
"670",4,6,"u","Gobiesox strumosus",21.7013888888889,0,48.4848484848485
"671",4,6,"u","Hypsoblennius hentz",4.34027777777778,0,48.4848484848485
"672",4,6,"s","Isopoda Idoteidae",8.68055555555556,0,50.9090909090909
"673",4,6,"s","Isopoda Anthuridae",13.0208333333333,0,50.9090909090909
"674",4,6,"w","Isopoda Anthuridae",8.68055555555556,48,32.6666666666667
"675",4,6,"s","Isopoda Ancinidae",8.68055555555556,0,50.9090909090909
"676",4,6,"s","Nemertea",13.0208333333333,0,50.9090909090909
"677",4,6,"s","Alitta succinea",78.125,0,50.9090909090909
"678",4,6,"u","Alitta succinea",8.68055555555556,0,48.4848484848485
"679",4,6,"w","Alitta succinea",60.7638888888889,48,32.6666666666667
"680",4,6,"s","Palaemonetes ",26.0416666666667,0,50.9090909090909
"681",4,6,"u","Palaemonetes ",533.854166666667,0,48.4848484848485
"682",4,6,"w","Palaemonetes ",30.3819444444444,48,32.6666666666667
"683",4,7,"f","Gammaridae",112.847222222222,128,86.7246376811594
"684",4,7,"s","Gammaridae",499.131944444444,144,50.9090909090909
"685",4,7,"u","Gammaridae",334.201388888889,16,48.4848484848485
"686",4,7,"w","Gammaridae",312.5,0,32.6666666666667
"687",4,7,"f","Lysianassidae",52.0833333333333,128,86.7246376811594
"688",4,7,"f","Corophiidae",78.125,128,86.7246376811594
"689",4,7,"s","Corophiidae",26.0416666666667,144,50.9090909090909
"690",4,7,"u","Corophiidae",21.7013888888889,16,48.4848484848485
"691",4,7,"w","Corophiidae",73.7847222222222,0,32.6666666666667
"692",4,7,"f","Mulinia lateralis",4.34027777777778,128,86.7246376811594
"693",4,7,"f","Diptera Chironomidae",8.68055555555556,128,86.7246376811594
"694",4,7,"f","Eurypanopeus depressus",407.986111111111,128,86.7246376811594
"695",4,7,"s","Eurypanopeus depressus",17.3611111111111,144,50.9090909090909
"696",4,7,"u","Eurypanopeus depressus",21.7013888888889,16,48.4848484848485
"697",4,7,"w","Eurypanopeus depressus",4.34027777777778,0,32.6666666666667
"698",4,7,"f","Callinectes sapidus",39.0625,128,86.7246376811594
"699",4,7,"s","Callinectes sapidus",30.3819444444444,144,50.9090909090909
"700",4,7,"u","Callinectes sapidus",86.8055555555556,16,48.4848484848485
"701",4,7,"f","Eleotris amblyopsis",4.34027777777778,128,86.7246376811594
"702",4,7,"w","Fundulus grandis",4.34027777777778,0,32.6666666666667
"703",4,7,"f","Gobiosoma bosc/robustum",47.7430555555556,128,86.7246376811594
"704",4,7,"s","Gobiosoma bosc/robustum",26.0416666666667,144,50.9090909090909
"705",4,7,"u","Gobiosoma bosc/robustum",60.7638888888889,16,48.4848484848485
"706",4,7,"w","Gobiosoma bosc/robustum",8.68055555555556,0,32.6666666666667
"707",4,7,"u","Gobiesox strumosus",17.3611111111111,16,48.4848484848485
"708",4,7,"u","Hypsoblennius hentz",4.34027777777778,16,48.4848484848485
"709",4,7,"s","Isopoda Idoteidae",4.34027777777778,144,50.9090909090909
"710",4,7,"f","Isopoda Anthuridae",4.34027777777778,128,86.7246376811594
"711",4,7,"s","Isopoda Anthuridae",8.68055555555556,144,50.9090909090909
"712",4,7,"w","Isopoda Anthuridae",30.3819444444444,0,32.6666666666667
"713",4,7,"u","Nemertea",4.34027777777778,16,48.4848484848485
"714",4,7,"s","Loxothylacus panopaei",4.34027777777778,144,50.9090909090909
"715",4,7,"u","Loxothylacus panopaei",4.34027777777778,16,48.4848484848485
"716",4,7,"f","Alitta succinea",34.7222222222222,128,86.7246376811594
"717",4,7,"s","Alitta succinea",82.4652777777778,144,50.9090909090909
"718",4,7,"u","Alitta succinea",4.34027777777778,16,48.4848484848485
"719",4,7,"w","Alitta succinea",39.0625,0,32.6666666666667
"720",4,7,"f","Palaemonetes ",13.0208333333333,128,86.7246376811594
"721",4,7,"s","Palaemonetes ",39.0625,144,50.9090909090909
"722",4,7,"u","Palaemonetes ",607.638888888889,16,48.4848484848485
"723",4,7,"w","Palaemonetes ",69.4444444444444,0,32.6666666666667
"724",4,7,"f","Alpheidae",8.68055555555556,128,86.7246376811594
"725",4,7,"u","Alpheidae",4.34027777777778,16,48.4848484848485
"726",4,7,"f","Penaeus setiferus",34.7222222222222,128,86.7246376811594
"727",5,1,"f","Gammaridae",390.625,0,43
"728",5,1,"s","Gammaridae",533.854166666667,16,35.0588235294118
"729",5,1,"u","Gammaridae",594.618055555556,0,36.8484848484848
"730",5,1,"w","Gammaridae",837.673611111111,64,27.3846153846154
"731",5,1,"f","Lysianassidae",4.34027777777778,0,43
"732",5,1,"f","Corophiidae",108.506944444444,0,43
"733",5,1,"s","Corophiidae",1666.66666666667,16,35.0588235294118
"734",5,1,"u","Corophiidae",329.861111111111,0,36.8484848484848
"735",5,1,"w","Corophiidae",542.534722222222,64,27.3846153846154
"736",5,1,"s","Ampelisca abdita",26.0416666666667,16,35.0588235294118
"737",5,1,"f","Diptera Chironomidae",4.34027777777778,0,43
"738",5,1,"s","Diptera Chironomidae",43.4027777777778,16,35.0588235294118
"739",5,1,"f","Eurypanopeus depressus",251.736111111111,0,43
"740",5,1,"s","Eurypanopeus depressus",21.7013888888889,16,35.0588235294118
"741",5,1,"u","Eurypanopeus depressus",39.0625,0,36.8484848484848
"742",5,1,"w","Eurypanopeus depressus",30.3819444444444,64,27.3846153846154
"743",5,1,"f","Callinectes sapidus",26.0416666666667,0,43
"744",5,1,"s","Callinectes sapidus",13.0208333333333,16,35.0588235294118
"745",5,1,"u","Callinectes sapidus",65.1041666666667,0,36.8484848484848
"746",5,1,"w","Callinectes sapidus",4.34027777777778,64,27.3846153846154
"747",5,1,"f","Ctenogobius boleosoma",4.34027777777778,0,43
"748",5,1,"s","Pleuronectiformes",8.68055555555556,16,35.0588235294118
"749",5,1,"f","Chasmodes longimaxilla",4.34027777777778,0,43
"750",5,1,"f","Gobiosoma bosc/robustum",56.4236111111111,0,43
"751",5,1,"s","Gobiosoma bosc/robustum",8.68055555555556,16,35.0588235294118
"752",5,1,"u","Gobiosoma bosc/robustum",91.1458333333333,0,36.8484848484848
"753",5,1,"w","Gobiosoma bosc/robustum",30.3819444444444,64,27.3846153846154
"754",5,1,"s","Gobiesox strumosus",8.68055555555556,16,35.0588235294118
"755",5,1,"u","Gobiesox strumosus",13.0208333333333,0,36.8484848484848
"756",5,1,"u","Myrophis punctatus",4.34027777777778,0,36.8484848484848
"757",5,1,"f","Hypsoblennius ionthas",4.34027777777778,0,43
"758",5,1,"u","Hypsoblennius ionthas",13.0208333333333,0,36.8484848484848
"759",5,1,"s","Isopoda Idoteidae",8.68055555555556,16,35.0588235294118
"760",5,1,"s","Isopoda Anthuridae",65.1041666666667,16,35.0588235294118
"761",5,1,"f","Alitta succinea",39.0625,0,43
"762",5,1,"s","Alitta succinea",91.1458333333333,16,35.0588235294118
"763",5,1,"u","Alitta succinea",60.7638888888889,0,36.8484848484848
"764",5,1,"w","Alitta succinea",130.208333333333,64,27.3846153846154
"765",5,1,"f","Palaemonetes ",403.645833333333,0,43
"766",5,1,"s","Palaemonetes ",34.7222222222222,16,35.0588235294118
"767",5,1,"u","Palaemonetes ",525.173611111111,0,36.8484848484848
"768",5,1,"w","Palaemonetes ",69.4444444444444,64,27.3846153846154
"769",5,2,"f","Gammaridae",303.819444444444,0,43
"770",5,2,"s","Gammaridae",230.034722222222,0,35.0588235294118
"771",5,2,"u","Gammaridae",1093.75,0,36.8484848484848
"772",5,2,"w","Gammaridae",859.375,80,27.3846153846154
"773",5,2,"f","Lysianassidae",4.34027777777778,0,43
"774",5,2,"f","Corophiidae",104.166666666667,0,43
"775",5,2,"s","Corophiidae",52.0833333333333,0,35.0588235294118
"776",5,2,"u","Corophiidae",1093.75,0,36.8484848484848
"777",5,2,"w","Corophiidae",920.138888888889,80,27.3846153846154
