"","Site","Sample","TaxaID","season","Abundance","Biomass","Abundance.m2","Biomass.m2","scientific","common"
"234",2,7,"poly-1","u",3,0.001,13.0208333333333,0.00434027777777778,"Alitta succinea","Clam worm"
"235",2,7,"poly-1","w",20,0.048,86.8055555555556,0.208333333333334,"Alitta succinea","Clam worm"
"236",2,7,"shmp-1","s",15,0.6188,65.1041666666667,2.68576388888889,"Palaemonetes ","Grass shrimp"
"237",2,7,"shmp-1","u",84,0.189,364.583333333333,0.820312499999998,"Palaemonetes ","Grass shrimp"
"238",2,7,"shmp-1","w",36,1.4945,156.25,6.48654513888889,"Palaemonetes ","Grass shrimp"
"239",2,7,"shmp-2","u",1,0.0150000000000001,4.34027777777778,0.0651041666666672,"Alpheidae","Snapping shrimp"
"240",3,1,"amp-1","f",29,0.229432,125.868055555556,0.995798611111111,"Gammaridae","Gammarid amphipod"
"241",3,1,"amp-1","s",259,0.2473,1124.13194444444,1.07335069444444,"Gammaridae","Gammarid amphipod"
"242",3,1,"amp-1","u",184,0.0368000000000001,798.611111111111,0.159722222222223,"Gammaridae","Gammarid amphipod"
"243",3,1,"amp-11","f",148,0.0185080000000002,642.361111111111,0.0803298611111118,"Lysianassidae","Lysianassid amphipods"
"244",3,1,"amp-4","f",975,0.087238,4231.77083333333,0.378637152777778,"Corophiidae","Corophid amphipod"
"245",3,1,"amp-4","s",65,0.0783,282.118055555556,0.33984375,"Corophiidae","Corophid amphipod"
"246",3,1,"amp-4","u",1223,0.0452800000000003,5308.15972222222,0.196527777777779,"Corophiidae","Corophid amphipod"
"247",3,1,"bug-2","u",4,0.001,17.3611111111111,0.00434027777777778,"Diptera Chironomidae","Midge larvae"
"248",3,1,"crb-1","f",57,2.8861,247.395833333333,12.5264756944444,"Eurypanopeus depressus","Flat back mud crab"
"249",3,1,"crb-1","s",6,4.9105,26.0416666666667,21.3129340277778,"Eurypanopeus depressus","Flat back mud crab"
"250",3,1,"crb-1","u",7,3.506,30.3819444444444,15.2170138888889,"Eurypanopeus depressus","Flat back mud crab"
"251",3,1,"crb-6","f",5,0.00689999999999991,21.7013888888889,0.0299479166666663,"Callinectes sapidus","Blue crab"
"252",3,1,"crb-6","u",15,3.671,65.1041666666667,15.9331597222222,"Callinectes sapidus","Blue crab"
"253",3,1,"fsh-10","u",4,0.317,17.3611111111111,1.37586805555556,"Ctenogobius boleosoma","Darter Goby"
"254",3,1,"fsh-2","f",15,0.4979,65.1041666666667,2.16102430555556,"Gobiosoma bosc/robustum","Naked and Code Goby"
"255",3,1,"fsh-2","s",2,0.1947,8.68055555555556,0.845052083333334,"Gobiosoma bosc/robustum","Naked and Code Goby"
"256",3,1,"fsh-2","u",7,0.875,30.3819444444444,3.79774305555556,"Gobiosoma bosc/robustum","Naked and Code Goby"
"257",3,1,"fsh-3","f",2,0.1433,8.68055555555556,0.621961805555557,"Gobiesox strumosus","Skillet fish"
"258",3,1,"fsh-3","s",3,0.0931000000000002,13.0208333333333,0.404079861111112,"Gobiesox strumosus","Skillet fish"
"259",3,1,"fsh-3","u",6,0.534,26.0416666666667,2.31770833333333,"Gobiesox strumosus","Skillet fish"
"260",3,1,"fsh-6","u",1,0.633,4.34027777777778,2.74739583333333,"Hypsoblennius hentz","Feather blenny"
"261",3,1,"fsh-7","u",3,1.706,13.0208333333333,7.40451388888889,"Hypsoblennius ionthas","Freckled blenny"
"262",3,1,"nem-1","s",2,0.0878000000000001,8.68055555555556,0.381076388888889,"Nemertea","Ribbon worm"
"263",3,1,"poly-1","f",5,0.0744,21.7013888888889,0.322916666666667,"Alitta succinea","Clam worm"
"264",3,1,"poly-1","s",20,0.0891,86.8055555555556,0.38671875,"Alitta succinea","Clam worm"
"265",3,1,"poly-1","u",50,0.0819999999999999,217.013888888889,0.355902777777777,"Alitta succinea","Clam worm"
"266",3,1,"shmp-1","f",51,0.7521,221.354166666667,3.26432291666667,"Palaemonetes ","Grass shrimp"
"267",3,1,"shmp-1","s",31,2.5793,134.548611111111,11.1948784722222,"Palaemonetes ","Grass shrimp"
"268",3,1,"shmp-1","u",86,1.315,373.263888888889,5.70746527777778,"Palaemonetes ","Grass shrimp"
"269",3,1,"shmp-2","f",1,0.2517,4.34027777777778,1.09244791666667,"Alpheidae","Snapping shrimp"
"270",3,1,"shmp-7","f",11,0.0237000000000001,47.7430555555556,0.102864583333334,"Penaeus setiferus","White shrimp"
"271",3,2,"amp-1","f",367,0.038326,1592.88194444444,0.166345486111111,"Gammaridae","Gammarid amphipod"
"272",3,2,"amp-1","s",3641,0.19073,15802.9513888889,0.827821180555556,"Gammaridae","Gammarid amphipod"
"273",3,2,"amp-1","u",153,0.0370399999999997,664.0625,0.160763888888888,"Gammaridae","Gammarid amphipod"
"274",3,2,"amp-1","w",132,0.042488,572.916666666667,0.184409722222222,"Gammaridae","Gammarid amphipod"
"275",3,2,"amp-4","f",320,0.022868,1388.88888888889,0.0992534722222223,"Corophiidae","Corophid amphipod"
"276",3,2,"amp-4","s",586,0.07324,2543.40277777778,0.317881944444445,"Corophiidae","Corophid amphipod"
"277",3,2,"amp-4","u",186,0.0133199999999999,807.291666666667,0.0578124999999995,"Corophiidae","Corophid amphipod"
"278",3,2,"amp-4","w",48,0.00718800000000012,208.333333333333,0.0311979166666672,"Corophiidae","Corophid amphipod"
"279",3,2,"biv-2","s",1,0.0724,4.34027777777778,0.314236111111111,"Mulinia lateralis","Dwarf surf clam"
"280",3,2,"bug-2","u",2,0.001,8.68055555555556,0.00434027777777778,"Diptera Chironomidae","Midge larvae"
"281",3,2,"crb-1","f",19,4.7282,82.4652777777778,20.5217013888889,"Eurypanopeus depressus","Flat back mud crab"
"282",3,2,"crb-1","s",15,4.0813,65.1041666666667,17.7139756944444,"Eurypanopeus depressus","Flat back mud crab"
"283",3,2,"crb-1","u",4,0.477,17.3611111111111,2.0703125,"Eurypanopeus depressus","Flat back mud crab"
"284",3,2,"crb-1","w",10,1.3227,43.4027777777778,5.74088541666667,"Eurypanopeus depressus","Flat back mud crab"
"285",3,2,"crb-6","u",7,0.615,30.3819444444444,2.66927083333333,"Callinectes sapidus","Blue crab"
"286",3,2,"fsh-1","u",3,0.026888888888889,13.0208333333333,0.116705246913581,"Opsanus beta","Gulf toadfish"
"287",3,2,"fsh-10","f",2,0.0350000000000001,8.68055555555556,0.151909722222223,"Ctenogobius boleosoma","Darter Goby"
"288",3,2,"fsh-10","u",3,0.129,13.0208333333333,0.559895833333333,"Ctenogobius boleosoma","Darter Goby"
"289",3,2,"fsh-19","w",1,1.1466,4.34027777777778,4.9765625,"Fundulus grandis","Gulf killifish"
"290",3,2,"fsh-2","f",10,0.2815,43.4027777777778,1.22178819444445,"Gobiosoma bosc/robustum","Naked and Code Goby"
"291",3,2,"fsh-2","s",5,0.6934,21.7013888888889,3.00954861111111,"Gobiosoma bosc/robustum","Naked and Code Goby"
"292",3,2,"fsh-2","u",4,0.865,17.3611111111111,3.75434027777778,"Gobiosoma bosc/robustum","Naked and Code Goby"
"293",3,2,"fsh-3","f",1,0.1341,4.34027777777778,0.582031249999999,"Gobiesox strumosus","Skillet fish"
"294",3,2,"fsh-3","s",3,0.0126000000000002,13.0208333333333,0.0546875000000007,"Gobiesox strumosus","Skillet fish"
"295",3,2,"fsh-3","u",4,0.381,17.3611111111111,1.65364583333333,"Gobiesox strumosus","Skillet fish"
"296",3,2,"fsh-7","f",1,0.5345,4.34027777777778,2.31987847222222,"Hypsoblennius ionthas","Freckled blenny"
"297",3,2,"fsh-7","u",1,0.311,4.34027777777778,1.34982638888889,"Hypsoblennius ionthas","Freckled blenny"
"298",3,2,"iso-4","s",10,0.01003,43.4027777777778,0.0435329861111111,"Isopoda Anthuridae","Anthurid isopod"
"299",3,2,"iso-8","u",2,0.00187999999999999,8.68055555555556,0.00815972222222219,"Isopoda Ancinidae","Ancinid isopod"
"300",3,2,"nem-1","s",1,0.001,4.34027777777778,0.00434027777777778,"Nemertea","Ribbon worm"
"301",3,2,"par-2","s",1,0.0962000000000001,4.34027777777778,0.417534722222222,"Loxothylacus panopaei","Mud crab parasitic barnacle"
"302",3,2,"poly-1","f",3,0.001,13.0208333333333,0.00434027777777778,"Alitta succinea","Clam worm"
"303",3,2,"poly-1","s",26,0.0952,112.847222222222,0.413194444444444,"Alitta succinea","Clam worm"
"304",3,2,"poly-1","u",11,0.02,47.7430555555556,0.0868055555555556,"Alitta succinea","Clam worm"
"305",3,2,"poly-1","w",12,0.0346,52.0833333333333,0.150173611111111,"Alitta succinea","Clam worm"
"306",3,2,"shmp-1","f",39,0.5602,169.270833333333,2.43142361111111,"Palaemonetes ","Grass shrimp"
"307",3,2,"shmp-1","s",11,0.4463,47.7430555555556,1.93706597222222,"Palaemonetes ","Grass shrimp"
"308",3,2,"shmp-1","u",71,1.097,308.159722222222,4.76128472222222,"Palaemonetes ","Grass shrimp"
"309",3,2,"shmp-1","w",24,0.7139,104.166666666667,3.09852430555555,"Palaemonetes ","Grass shrimp"
"310",3,2,"shmp-7","f",10,0.0240999999999998,43.4027777777778,0.104600694444444,"Penaeus setiferus","White shrimp"
"311",3,3,"amp-1","s",1073,0.1999,4657.11805555556,0.867621527777778,"Gammaridae","Gammarid amphipod"
"312",3,3,"amp-1","u",176,0.0401999999999999,763.888888888889,0.174479166666666,"Gammaridae","Gammarid amphipod"
"313",3,3,"amp-1","w",99,0.0238400000000001,429.6875,0.103472222222223,"Gammaridae","Gammarid amphipod"
"314",3,3,"amp-4","s",326,0.0544,1414.93055555556,0.236111111111111,"Corophiidae","Corophid amphipod"
"315",3,3,"amp-4","u",52,0.00743999999999998,225.694444444444,0.0322916666666666,"Corophiidae","Corophid amphipod"
"316",3,3,"amp-4","w",23,0.00375999999999991,99.8263888888889,0.016319444444444,"Corophiidae","Corophid amphipod"
"317",3,3,"crb-1","s",5,1.0581,21.7013888888889,4.59244791666667,"Eurypanopeus depressus","Flat back mud crab"
"318",3,3,"crb-1","u",11,2.555,47.7430555555556,11.0894097222222,"Eurypanopeus depressus","Flat back mud crab"
"319",3,3,"crb-1","w",5,0.6483,21.7013888888889,2.81380208333333,"Eurypanopeus depressus","Flat back mud crab"
"320",3,3,"crb-6","s",1,0.1074,4.34027777777778,0.466145833333334,"Callinectes sapidus","Blue crab"
"321",3,3,"crb-6","u",9,1.186,39.0625,5.14756944444444,"Callinectes sapidus","Blue crab"
"322",3,3,"fsh-10","u",3,0.141,13.0208333333333,0.611979166666667,"Ctenogobius boleosoma","Darter Goby"
"323",3,3,"fsh-2","s",2,0.1871,8.68055555555556,0.812065972222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"324",3,3,"fsh-2","u",9,0.27,39.0625,1.171875,"Gobiosoma bosc/robustum","Naked and Code Goby"
"325",3,3,"fsh-2","w",1,0.0141999999999998,4.34027777777778,0.0616319444444434,"Gobiosoma bosc/robustum","Naked and Code Goby"
"326",3,3,"fsh-3","s",15,0.1417,65.1041666666667,0.615017361111111,"Gobiesox strumosus","Skillet fish"
"327",3,3,"fsh-3","u",5,0.3,21.7013888888889,1.30208333333333,"Gobiesox strumosus","Skillet fish"
"328",3,3,"fsh-4","u",1,0.148,4.34027777777778,0.642361111111112,"Myrophis punctatus","Speckled worm eel"
"329",3,3,"fsh-7","u",1,0.822,4.34027777777778,3.56770833333333,"Hypsoblennius ionthas","Freckled blenny"
"330",3,3,"nem-1","s",1,0.001,4.34027777777778,0.00434027777777778,"Nemertea","Ribbon worm"
"331",3,3,"poly-1","s",14,0.0801000000000001,60.7638888888889,0.34765625,"Alitta succinea","Clam worm"
"332",3,3,"poly-1","u",12,0.00499999999999989,52.0833333333333,0.0217013888888884,"Alitta succinea","Clam worm"
"333",3,3,"poly-1","w",7,0.0166999999999999,30.3819444444444,0.0724826388888886,"Alitta succinea","Clam worm"
"334",3,3,"shmp-1","s",11,0.4009,47.7430555555556,1.74001736111111,"Palaemonetes ","Grass shrimp"
"335",3,3,"shmp-1","u",120,1.537,520.833333333333,6.67100694444444,"Palaemonetes ","Grass shrimp"
"336",3,3,"shmp-1","w",18,0.8584,78.125,3.72569444444444,"Palaemonetes ","Grass shrimp"
"337",3,3,"shmp-2","u",1,0.001,4.34027777777778,0.00434027777777778,"Alpheidae","Snapping shrimp"
"338",3,3,"shmp-6","u",1,0.239,4.34027777777778,1.03732638888889,"Penaeus aztecus","Brown shrimp"
"339",3,3,"wtf-7","s",2,0.001,8.68055555555556,0.00434027777777778,"Crepidula atrasolea","Slipper limpet"
"340",3,4,"amp-1","f",1357,0.0995199999999999,5889.75694444444,0.431944444444444,"Gammaridae","Gammarid amphipod"
"341",3,4,"amp-1","s",402,0.3198,1744.79166666667,1.38802083333333,"Gammaridae","Gammarid amphipod"
"342",3,4,"amp-1","w",169,0.04351,733.506944444444,0.188845486111111,"Gammaridae","Gammarid amphipod"
"343",3,4,"amp-11","f",208,0.0166199999999999,902.777777777778,0.0721354166666664,"Lysianassidae","Lysianassid amphipods"
"344",3,4,"amp-4","f",80,0.0288520000000001,347.222222222222,0.125225694444445,"Corophiidae","Corophid amphipod"
"345",3,4,"amp-4","s",173,0.0878000000000001,750.868055555556,0.381076388888889,"Corophiidae","Corophid amphipod"
"346",3,4,"amp-4","w",66,0.0102740000000001,286.458333333333,0.0445920138888893,"Corophiidae","Corophid amphipod"
"347",3,4,"crb-1","f",53,3.3965,230.034722222222,14.7417534722222,"Eurypanopeus depressus","Flat back mud crab"
"348",3,4,"crb-1","s",11,3.4948,47.7430555555556,15.1684027777778,"Eurypanopeus depressus","Flat back mud crab"
"349",3,4,"crb-1","w",5,0.2744,21.7013888888889,1.19097222222222,"Eurypanopeus depressus","Flat back mud crab"
"350",3,4,"crb-6","f",7,0.0789,30.3819444444444,0.342447916666667,"Callinectes sapidus","Blue crab"
"351",3,4,"crb-6","s",1,1.2341,4.34027777777778,5.35633680555555,"Callinectes sapidus","Blue crab"
"352",3,4,"fsh-10","f",1,0.3938,4.34027777777778,1.70920138888889,"Ctenogobius boleosoma","Darter Goby"
"353",3,4,"fsh-2","f",6,0.2354,26.0416666666667,1.02170138888889,"Gobiosoma bosc/robustum","Naked and Code Goby"
"354",3,4,"fsh-2","s",3,0.4322,13.0208333333333,1.87586805555556,"Gobiosoma bosc/robustum","Naked and Code Goby"
"355",3,4,"fsh-2","w",1,0.0608,4.34027777777778,0.263888888888889,"Gobiosoma bosc/robustum","Naked and Code Goby"
"356",3,4,"fsh-3","s",11,0.001,47.7430555555556,0.00434027777777778,"Gobiesox strumosus","Skillet fish"
"357",3,4,"fsh-6","f",1,1.2379,4.34027777777778,5.37282986111111,"Hypsoblennius hentz","Feather blenny"
"358",3,4,"iso-4","s",2,0.0727,8.68055555555556,0.315538194444444,"Isopoda Anthuridae","Anthurid isopod"
"359",3,4,"iso-4","w",7,0.00277200000000014,30.3819444444444,0.0120312500000006,"Isopoda Anthuridae","Anthurid isopod"
"360",3,4,"nem-1","s",4,0.0738000000000001,17.3611111111111,0.3203125,"Nemertea","Ribbon worm"
"361",3,4,"par-3","w",1,0.00209999999999999,4.34027777777778,0.00911458333333329,"Probopyrus pandalicola","Bopyrid isopods"
"362",3,4,"poly-1","f",12,0.0891999999999999,52.0833333333333,0.387152777777778,"Alitta succinea","Clam worm"
"363",3,4,"poly-1","s",11,0.0734999999999999,47.7430555555556,0.319010416666666,"Alitta succinea","Clam worm"
"364",3,4,"poly-1","w",7,0.001,30.3819444444444,0.00434027777777778,"Alitta succinea","Clam worm"
"365",3,4,"shmp-1","f",25,0.3312,108.506944444444,1.4375,"Palaemonetes ","Grass shrimp"
"366",3,4,"shmp-1","s",21,1.1741,91.1458333333333,5.09592013888889,"Palaemonetes ","Grass shrimp"
"367",3,4,"shmp-1","w",24,1.0195,104.166666666667,4.42491319444444,"Palaemonetes ","Grass shrimp"
"368",3,4,"shmp-7","f",4,0.00330000000000008,17.3611111111111,0.014322916666667,"Penaeus setiferus","White shrimp"
"369",3,5,"amp-1","f",65,0.214338775510204,282.118055555556,0.930289824263039,"Gammaridae","Gammarid amphipod"
"370",3,5,"amp-1","u",236,0.0530000000000002,1024.30555555556,0.230034722222223,"Gammaridae","Gammarid amphipod"
"371",3,5,"amp-1","w",170,0.045136,737.847222222222,0.195902777777778,"Gammaridae","Gammarid amphipod"
"372",3,5,"amp-11","f",2,0.0775448979591837,8.68055555555556,0.33656639739229,"Lysianassidae","Lysianassid amphipods"
"373",3,5,"amp-4","f",37,0.160159183673469,160.590277777778,0.695135345804989,"Corophiidae","Corophid amphipod"
"374",3,5,"amp-4","u",6,0.00320000000000001,26.0416666666667,0.0138888888888889,"Corophiidae","Corophid amphipod"
"375",3,5,"amp-4","w",19,0.004688,82.4652777777778,0.0203472222222222,"Corophiidae","Corophid amphipod"
"376",3,5,"crb-1","f",105,1.5411,455.729166666667,6.68880208333333,"Eurypanopeus depressus","Flat back mud crab"
"377",3,5,"crb-1","u",16,2.981,69.4444444444444,12.9383680555556,"Eurypanopeus depressus","Flat back mud crab"
"378",3,5,"crb-1","w",5,0.574,21.7013888888889,2.49131944444444,"Eurypanopeus depressus","Flat back mud crab"
"379",3,5,"crb-6","f",17,2.6597,73.7847222222222,11.5438368055556,"Callinectes sapidus","Blue crab"
"380",3,5,"crb-6","u",15,1.274,65.1041666666667,5.52951388888889,"Callinectes sapidus","Blue crab"
"381",3,5,"fsh-1","u",2,0.114,8.68055555555556,0.494791666666666,"Opsanus beta","Gulf toadfish"
"382",3,5,"fsh-10","f",3,0.0259,13.0208333333333,0.112413194444445,"Ctenogobius boleosoma","Darter Goby"
"383",3,5,"fsh-10","u",4,0.27,17.3611111111111,1.171875,"Ctenogobius boleosoma","Darter Goby"
"384",3,5,"fsh-2","f",8,0.1986,34.7222222222222,0.861979166666666,"Gobiosoma bosc/robustum","Naked and Code Goby"
"385",3,5,"fsh-2","u",4,0.187,17.3611111111111,0.811631944444444,"Gobiosoma bosc/robustum","Naked and Code Goby"
"386",3,5,"fsh-2","w",1,0.1528,4.34027777777778,0.663194444444445,"Gobiosoma bosc/robustum","Naked and Code Goby"
"387",3,5,"fsh-3","u",7,1.485,30.3819444444444,6.4453125,"Gobiesox strumosus","Skillet fish"
"388",3,5,"fsh-7","f",1,1.4605,4.34027777777778,6.33897569444444,"Hypsoblennius ionthas","Freckled blenny"
"389",3,5,"fsh-7","u",1,0.365,4.34027777777778,1.58420138888889,"Hypsoblennius ionthas","Freckled blenny"
"390",3,5,"poly-1","f",18,0.0195000000000001,78.125,0.084635416666667,"Alitta succinea","Clam worm"
"391",3,5,"poly-1","u",11,0.022,47.7430555555556,0.0954861111111112,"Alitta succinea","Clam worm"
"392",3,5,"poly-1","w",4,0.00709999999999988,17.3611111111111,0.0308159722222217,"Alitta succinea","Clam worm"
"393",3,5,"shmp-1","f",13,0.2475,56.4236111111111,1.07421875,"Palaemonetes ","Grass shrimp"
"394",3,5,"shmp-1","u",139,1.592,603.298611111111,6.90972222222222,"Palaemonetes ","Grass shrimp"
"395",3,5,"shmp-1","w",11,0.3716,47.7430555555556,1.61284722222222,"Palaemonetes ","Grass shrimp"
"396",3,5,"shmp-7","f",15,0.0367000000000002,65.1041666666667,0.159288194444445,"Penaeus setiferus","White shrimp"
"397",3,6,"amp-1","f",78,0.177052,338.541666666667,0.768454861111111,"Gammaridae","Gammarid amphipod"
"398",3,6,"amp-1","s",178,0.3268,772.569444444444,1.41840277777778,"Gammaridae","Gammarid amphipod"
"399",3,6,"amp-1","u",99,0.0223333333333332,429.6875,0.0969328703703696,"Gammaridae","Gammarid amphipod"
"400",3,6,"amp-1","w",186,0.0469,807.291666666667,0.203559027777778,"Gammaridae","Gammarid amphipod"
"401",3,6,"amp-11","f",1,0.067628,4.34027777777778,0.293524305555555,"Lysianassidae","Lysianassid amphipods"
"402",3,6,"amp-4","f",10,0.111524,43.4027777777778,0.484045138888889,"Corophiidae","Corophid amphipod"
"403",3,6,"amp-4","s",23,0.0963000000000001,99.8263888888889,0.41796875,"Corophiidae","Corophid amphipod"
"404",3,6,"amp-4","u",9,0.00233333333333333,39.0625,0.0101273148148148,"Corophiidae","Corophid amphipod"
"405",3,6,"amp-4","w",63,0.00499999999999996,273.4375,0.0217013888888887,"Corophiidae","Corophid amphipod"
"406",3,6,"biv-2","u",1,0.0150000000000001,4.34027777777778,0.0651041666666672,"Mulinia lateralis","Dwarf surf clam"
"407",3,6,"bug-2","f",1,0.0689,4.34027777777778,0.299045138888889,"Diptera Chironomidae","Midge larvae"
"408",3,6,"crb-1","f",85,0.8428,368.923611111111,3.65798611111111,"Eurypanopeus depressus","Flat back mud crab"
"409",3,6,"crb-1","s",6,1.0069,26.0416666666667,4.37022569444444,"Eurypanopeus depressus","Flat back mud crab"
"410",3,6,"crb-1","u",11,9.712,47.7430555555556,42.1527777777778,"Eurypanopeus depressus","Flat back mud crab"
"411",3,6,"crb-1","w",8,2.5975,34.7222222222222,11.2738715277778,"Eurypanopeus depressus","Flat back mud crab"
"412",3,6,"crb-6","f",15,0.1829,65.1041666666667,0.793836805555555,"Callinectes sapidus","Blue crab"
"413",3,6,"crb-6","s",3,0.9436,13.0208333333333,4.09548611111111,"Callinectes sapidus","Blue crab"
"414",3,6,"crb-6","u",8,1.953,34.7222222222222,8.4765625,"Callinectes sapidus","Blue crab"
"415",3,6,"crb-6","w",1,0.4445,4.34027777777778,1.92925347222222,"Callinectes sapidus","Blue crab"
"416",3,6,"fsh-10","f",2,2.9404,8.68055555555556,12.7621527777778,"Ctenogobius boleosoma","Darter Goby"
"417",3,6,"fsh-10","u",2,0.146,8.68055555555556,0.633680555555557,"Ctenogobius boleosoma","Darter Goby"
"418",3,6,"fsh-2","f",10,0.4226,43.4027777777778,1.83420138888889,"Gobiosoma bosc/robustum","Naked and Code Goby"
"419",3,6,"fsh-2","s",2,0.2176,8.68055555555556,0.944444444444445,"Gobiosoma bosc/robustum","Naked and Code Goby"
"420",3,6,"fsh-2","u",3,0.371,13.0208333333333,1.61024305555556,"Gobiosoma bosc/robustum","Naked and Code Goby"
"421",3,6,"fsh-3","f",1,0.1526,4.34027777777778,0.662326388888889,"Gobiesox strumosus","Skillet fish"
"422",3,6,"fsh-3","s",1,0.0846,4.34027777777778,0.3671875,"Gobiesox strumosus","Skillet fish"
"423",3,6,"fsh-3","u",10,0.856,43.4027777777778,3.71527777777778,"Gobiesox strumosus","Skillet fish"
"424",3,6,"fsh-7","u",1,0.339,4.34027777777778,1.47135416666667,"Hypsoblennius ionthas","Freckled blenny"
"425",3,6,"iso-4","s",1,0.0807,4.34027777777778,0.350260416666667,"Isopoda Anthuridae","Anthurid isopod"
"426",3,6,"nem-1","s",2,0.0755000000000001,8.68055555555556,0.327690972222223,"Nemertea","Ribbon worm"
"427",3,6,"poly-1","f",9,0.0992000000000002,39.0625,0.430555555555556,"Alitta succinea","Clam worm"
"428",3,6,"poly-1","s",36,0.1178,156.25,0.511284722222223,"Alitta succinea","Clam worm"
"429",3,6,"poly-1","u",5,0.002,21.7013888888889,0.00868055555555556,"Alitta succinea","Clam worm"
"430",3,6,"poly-1","w",7,0.0206,30.3819444444444,0.089409722222222,"Alitta succinea","Clam worm"
"431",3,6,"shmp-1","f",28,0.4098,121.527777777778,1.77864583333333,"Palaemonetes ","Grass shrimp"
"432",3,6,"shmp-1","s",13,0.5263,56.4236111111111,2.28428819444444,"Palaemonetes ","Grass shrimp"
"433",3,6,"shmp-1","u",81,1.02,351.5625,4.42708333333333,"Palaemonetes ","Grass shrimp"
"434",3,6,"shmp-1","w",2,0.0801000000000001,8.68055555555556,0.34765625,"Palaemonetes ","Grass shrimp"
"435",3,6,"shmp-2","f",1,0.1184,4.34027777777778,0.51388888888889,"Alpheidae","Snapping shrimp"
"436",3,6,"shmp-6","f",1,0.1044,4.34027777777778,0.453125,"Penaeus aztecus","Brown shrimp"
"437",3,6,"shmp-6","u",1,0.391,4.34027777777778,1.69704861111111,"Penaeus aztecus","Brown shrimp"
"438",3,6,"shmp-7","f",12,0.1024,52.0833333333333,0.444444444444445,"Penaeus setiferus","White shrimp"
"439",3,7,"amp-1","f",1558,0.0606039999999999,6762.15277777778,0.263038194444444,"Gammaridae","Gammarid amphipod"
"440",3,7,"amp-1","s",55,0.181,238.715277777778,0.785590277777778,"Gammaridae","Gammarid amphipod"
"441",3,7,"amp-1","u",196,0.00612000000000034,850.694444444444,0.0265625000000015,"Gammaridae","Gammarid amphipod"
"442",3,7,"amp-1","w",199,0.063612,863.715277777778,0.27609375,"Gammaridae","Gammarid amphipod"
"443",3,7,"amp-11","f",6,0.0916399999999999,26.0416666666667,0.397743055555555,"Lysianassidae","Lysianassid amphipods"
"444",3,7,"amp-4","f",23,0.115592,99.8263888888889,0.501701388888889,"Corophiidae","Corophid amphipod"
"445",3,7,"amp-4","s",3,0.0944000000000001,13.0208333333333,0.409722222222222,"Corophiidae","Corophid amphipod"
"446",3,7,"amp-4","u",30,0.00276,130.208333333333,0.0119791666666667,"Corophiidae","Corophid amphipod"
"447",3,7,"amp-4","w",29,0.00746000000000007,125.868055555556,0.0323784722222225,"Corophiidae","Corophid amphipod"
"448",3,7,"biv-3","s",1,0.1516,4.34027777777778,0.657986111111111,"Mytilopsis leucophaeata","Conrad false mussel"
"449",3,7,"bug-2","f",1,0.001,4.34027777777778,0.00434027777777778,"Diptera Chironomidae","Midge larvae"
"450",3,7,"crb-1","f",86,2.0809,373.263888888889,9.03168402777778,"Eurypanopeus depressus","Flat back mud crab"
"451",3,7,"crb-1","s",10,3.0074,43.4027777777778,13.0529513888889,"Eurypanopeus depressus","Flat back mud crab"
"452",3,7,"crb-1","u",11,3.787,47.7430555555556,16.4366319444444,"Eurypanopeus depressus","Flat back mud crab"
"453",3,7,"crb-1","w",9,0.605799999999999,39.0625,2.62934027777778,"Eurypanopeus depressus","Flat back mud crab"
"454",3,7,"crb-6","f",19,0.0587,82.4652777777778,0.254774305555555,"Callinectes sapidus","Blue crab"
"455",3,7,"crb-6","s",3,2.777,13.0208333333333,12.0529513888889,"Callinectes sapidus","Blue crab"
"456",3,7,"crb-6","u",11,0.883,47.7430555555556,3.83246527777778,"Callinectes sapidus","Blue crab"
"457",3,7,"crb-7","u",1,0.243,4.34027777777778,1.0546875,"Pachygrapsus gracilis","Dark shore crab"
"458",3,7,"fsh-10","f",6,0.8093,26.0416666666667,3.51258680555556,"Ctenogobius boleosoma","Darter Goby"
"459",3,7,"fsh-2","f",11,0.1113,47.7430555555556,0.483072916666666,"Gobiosoma bosc/robustum","Naked and Code Goby"
"460",3,7,"fsh-2","s",3,0.6425,13.0208333333333,2.78862847222222,"Gobiosoma bosc/robustum","Naked and Code Goby"
"461",3,7,"fsh-2","u",7,0.324,30.3819444444444,1.40625,"Gobiosoma bosc/robustum","Naked and Code Goby"
"462",3,7,"fsh-3","f",1,0.0432999999999999,4.34027777777778,0.187934027777777,"Gobiesox strumosus","Skillet fish"
"463",3,7,"fsh-3","u",6,0.523,26.0416666666667,2.26996527777778,"Gobiesox strumosus","Skillet fish"
"464",3,7,"fsh-6","f",1,1.2696,4.34027777777778,5.51041666666667,"Hypsoblennius hentz","Feather blenny"
"465",3,7,"fsh-7","u",4,1.107,17.3611111111111,4.8046875,"Hypsoblennius ionthas","Freckled blenny"
"466",3,7,"iso-1","s",1,0.0932000000000001,4.34027777777778,0.404513888888889,"Isopoda Idoteidae","Idoteid isopod"
"467",3,7,"nem-1","u",1,0.001,4.34027777777778,0.00434027777777778,"Nemertea","Ribbon worm"
"468",3,7,"poly-1","f",17,0.0116000000000001,73.7847222222222,0.0503472222222225,"Alitta succinea","Clam worm"
"469",3,7,"poly-1","s",8,0.0807,34.7222222222222,0.350260416666667,"Alitta succinea","Clam worm"
